titre,resume,auteurs,date_publication,journal,mots_cles,maladie,source,lien,type_contenu,date_scraping
NT-proBNP and New Biomarkers in Patients With Dyspnea and/or Peripheral Edema,"The objectives of this study are to: * Evaluate the sensitivity and specificity of NT-proBNP (N-terminal prohormone brain natriuretic peptide) and new biomarker measurements for the diagnosis of heart failure in patients with acute dyspnea and/or edema. * Determine the exact biomarker cut-off point(s) for the differentiation of healthy persons, patients with heart failure and patients with dyspnea of other origin. * Evaluate treatment costs in patients with dyspnea under special consideration of NT-proBNP measurement.",Universitätsmedizin Mannheim,2005-06,Universitätsmedizin Mannheim,Dyspnea | Peripheral Edema | heart disease | ClinicalTrials,heart disease,ClinicalTrials,https://clinicaltrials.gov/study/NCT00143793,diagnosis,2026-06-01 18:41:15.172
A paradigm of the diagnosis and treatment for the whole process of Alzheimer's disease.,"The clinical management of Alzheimer's disease (AD) is still constrained by the fact that its incompletely understood pathogenesis, difficulty in early diagnosis and the limited long-term treatment benefits so far. This article summarizes a regional perspective on the diagnosis and treatment of AD from the Alzheimer's Disease Chinese (ADC) guideline working group, aiming to improve the whole-process management of AD. The article presents a comprehensive overview of a proposed diagnostic and therapeutic paradigm for AD, consisting of a three-dimensional diagnostic framework and a sequential therapy concept. Crucially, while biological biomarkers of AD are present at all stages, they may be unrelated to clinical severity. To address this, the diagnostic framework combines core clinical criteria with early-changing biomarkers, syndrome staging and traditional Chinese medicine (TCM)-based pattern phenotyping. This integrated, simplified and practical approach enhances diagnostic certainty and its correlation with clinical severity. This sequential therapy is a stage-adaptive treatment plan adjusted according to the disease progression, utilizing a dynamic, multi-target combination therapy. Unlike the existing unchanging single-target therapies, this approach provides specific mechanistic interventions tailored to each stage to prolong efficacy and delay disease progression. This paradigm provides a whole-process, stage-oriented approach to AD diagnosis and management that may improve translational relevance, clinical applicability and continuity of care in real-world settings. Future cohort-based validation studies are needed to confirm its diagnostic performance and clinical benefits, and to refine its implementation. The onset and progression of AD symptoms follow a certain chronological order. The clinical diagnosis of AD should start with the symptoms, and the core clinical criteria must be met first. If an abnormal AD-specific biomarker result is present, it can increase the certainty of the clinical diagnosis of AD.AD biomarkers are present at all stages of the disease, but they may not be related to clinical severity. The evolution of syndromes at different stages of AD reflects the severity of clinical progression, and the syndrome-based staging should be incorporated into the clinical diagnostic framework of AD to address the clinical needs at different stages.From the perspective of disciplines, AD presents different TCM pattern phenotypes at different stages. Identifying these pattern phenotypes is not only part of the clinical diagnosis of AD, but also forms the basis for individualized treatment strategies.",Shi Jing | Du Yifeng | Wang Huali | Zhang Nan | Chen Wei | Ni Jingnian | Lu Xianghui | Sun Yongan | Wang Gang | Liu Jun | Zhang Wei | Wei Mingqing | Li Ting | Zhou Bo | Li Fuyao | Wei Chao | Yao Lulu | Xie Hengge | Tian Jinzhou,2026-Dec,Annals of medicine,Alzheimer’s disease | diagnosis | staging | treatment | alzheimer | PubMed,alzheimer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42159271/,treatment,2026-06-01 19:12:32.643
Ovarian Disorders,"What are ovaries? The ovaries are a pair of female reproductive glands that make eggs and female hormones. Women have one ovary on each side of the uterus (where a fetus grows during pregnancy). Each ovary is about the size and shape of an almond. Ovaries play a role in menstruation, pregnancy, and menopause. Your ovaries: Produce and store eggs that are released during ovulation (when an egg leaves the ovary and travels into the fallopian tube). If a sperm fertilizes the egg, you can become pregnant. Make the female hormones estrogen and progesterone. Stop making those hormones and releasing eggs during menopause. Some medical problems can affect the ovaries. These can cause various symptoms, and some ovarian disorders may need prompt treatment. What are the types of ovarian disorders? Some problems that can happen with the ovaries can include: Ovarian cancer is when a cancerous tumor forms in the tissues of an ovary. Ovarian cysts are fluid-filled sacs in or on an ovary. Polycystic ovary syndrome (PCOS) is a set of symptoms related to an imbalance of hormones. Primary ovarian insufficiency is when your ovaries stop working before age 40. Ovarian torsion is a twisting of the ovary. Endometriosis is when tissue like the lining in your uterus grows in other places in your body. It may affect the ovaries, fallopian tubes, and tissue lining the pelvis. Pelvic inflammatory disease is an infection and inflammation of the uterus, ovaries, and other female reproductive organs. Ovarian tumors . What causes ovarian disorders? Ovarian disorders can happen for different reasons depending on the condition. Sometimes the cause is unknown. What are the symptoms of ovarian disorders? Your symptoms may be different, depending on the problem with your ovaries. Some ovarian disorders, such as ovarian cysts, may cause few or even no symptoms. Other disorders may cause more severe symptoms. Symptoms can include: Pelvic pain, which often happens during your period Nausea or diarrhea Vaginal bleeding that is between periods, very heavy, or longer than usual Vaginal discharge Painful menstrual cramps How are ovarian disorders diagnosed? To find out if you have a problem with your ovaries, your health care provider: Will ask about your medical history, including your symptoms Will ask about your family health history Will do a physical exam, including a pelvic exam May order imaging tests, or blood tests What are the treatments for ovarian disorders? Treatment depends on the ovarian disorder, your symptoms, overall health, and plans for pregnancy. Treatment can include medicines, such as pain relievers or hormonal birth control, lifestyle changes to reduce symptoms, or sometimes surgery. Ovarian cancer may require surgery, chemotherapy, or other targeted therapy.",MedlinePlus Editorial Team,2026-06-01,MedlinePlus,Ovarian Diseases | cancer | MedlinePlus,cancer,MedlinePlus,https://medlineplus.gov/ovariandisorders.html,treatment,2026-06-01 18:55:29.490
Racial and ethnic estimates of Alzheimer's disease and related dementias in the United States ( ) in adults aged ≥65 years.,"Introduction Alzheimer's disease and related dementias (ADRD) cause a high burden of morbidity and mortality in the United States. Age, race, and ethnicity are important risk factors for ADRD. Methods We estimated the future US burden of ADRD by age, sex, and race and ethnicity by applying subgroup-specific prevalence among Medicare Fee-for-Service beneficiaries aged ≥65 years in 2014 to subgroup-specific population estimates for 2014 and population projection data from the United States Census Bureau for 2015 to 2060. Results The burden of ADRD in 2014 was an estimated 5.0 million adults aged ≥65 years or 1.6% of the population, and there are significant disparities in ADRD prevalence among population subgroups defined by race and ethnicity. ADRD burden will double to 3.3% by 2060 when 13.9 million Americans are projected to have the disease. Discussion These estimates can be used to guide planning and interventions related to caring for the ADRD population and supporting caregivers.",Kevin A Matthews | Wei Xu | Anne H Gaglioti | James B Holt | Janet B Croft | Dominic Mack | Lisa C McGuire,2018-09-19,Unknown,Alzheimer's disease | Prevalence | Projections | Dementia | Race And Ethnicity | Estimates | alzheimer | Europe PMC,alzheimer,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/30243772/,epidemiology,2026-06-01 18:47:28.253
Impact of Changes in Muscle Secretome in the Remission of Type 2 Diabetes Mellitus Induced by Bariatric Surgery,Bariatric surgery is recognized as a therapeutic modality of type 2 diabetes. The mechanisms of this remission of diabetes remain poorly understood. The aim of our research is to characterize the changes in muscle secretome induced by bariatric surgery and to determine their role in improving the insulin sensitivity of skeletal muscle and insulin secretion by the B cell responsible for the remission of diabetes.,"Jean-Paul Thissen, MD, PhD | Marie de Barsy, Nurse",2017-11-14,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Diabete Type 2 | diabetes | ClinicalTrials,diabetes,ClinicalTrials,https://clinicaltrials.gov/study/NCT03341793,basic_research,2026-06-01 18:39:25.411
Use of a 3D Printer to Make Custom Sleep Masks for Positive Airway Pressure Treatment,This is a small pilot study to look at the feasibility of creating a customized sleep mask for use with Continuous Positive Airway Pressure (CPAP) or other similar treatments for sleep apnea. The participant will have three dimensional (3D) pictures of the face taken by special cameras. The pictures will be sent to a 3D printer and a mask will be created based on the participant's face contours. The participant will use the mask for about 6 months. The study will measure the amount it is used during sleep and if there is an increase in reported comfort.,"Children's Hospital Medical Center, Cincinnati",2016-08,"Children's Hospital Medical Center, Cincinnati",Sleep Apnea | Pediatric Sleep Apnea | respiratory diseases | ClinicalTrials,respiratory diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT02896751,treatment,2026-06-01 18:41:56.439
XBP1 links ER stress to intestinal inflammation and confers genetic risk for human inflammatory bowel disease.,"Inflammatory bowel disease (IBD) has been attributed to aberrant mucosal immunity to the intestinal microbiota. The transcription factor XBP1, a key component of the endoplasmic reticulum (ER) stress response, is required for development and maintenance of secretory cells and linked to JNK activation. We hypothesized that a stressful environmental milieu in a rapidly proliferating tissue might instigate a proinflammatory response. We report that Xbp1 deletion in intestinal epithelial cells (IECs) results in spontaneous enteritis and increased susceptibility to induced colitis secondary to both Paneth cell dysfunction and an epithelium that is overly reactive to inducers of IBD such as bacterial products (flagellin) and TNFalpha. An association of XBP1 variants with both forms of human IBD (Crohn's disease and ulcerative colitis) was identified and replicated (rs35873774; p value 1.6 x 10(-5)) with novel, private hypomorphic variants identified as susceptibility factors. Hence, intestinal inflammation can originate solely from XBP1 abnormalities in IECs, thus linking cell-specific ER stress to the induction of organ-specific inflammation.",Arthur Kaser | Ann-Hwee Lee | Andre Franke | Jonathan N Glickman | Sebastian Zeissig | Herbert Tilg | Edward E S Nieuwenhuis | Darren E Higgins | Stefan Schreiber | Laurie H Glimcher | Richard S Blumberg,2008-09-01,Unknown,digestive diseases | Europe PMC,digestive diseases,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/18775308/,basic_research,2026-06-01 18:49:42.038
Why glycemic control remains suboptimal in type 1 diabetes in the era of advanced technologies?,"Type 1 diabetes (T1D) remains associated with suboptimal glycemic control in a substantial proportion of individuals despite major advances in insulin formulations and technological systems. This apparent paradox highlights that glucose control in T1D is not determined by technology alone, but rather emerges from the interaction of multiple biological, therapeutic, behavioral, and psychosocial factors. In this structured narrative review, we examine the main determinants that continue to limit optimal control in real-world practice. Pathophysiological barriers include residual or absolute insulin deficiency, impaired counterregulatory responses, chronic or acute insulin resistance, hormonal changes related to puberty, the menstrual cycle and pregnancy, physical activity, and advanced renal disease. Therapeutic and technological progress has improved glycemic safety and time in range, yet insulin therapy remains an imperfect substitute for physiological insulin secretion, and the effectiveness of CGM, insulin pumps, connected pens, and AID systems remains highly dependent on sustained and appropriate use. Behavioral determinants such as treatment adherence, meal bolusing, carbohydrate estimation, physical activity management, and technology misuse continue to be major drivers of glycemic variability. In parallel, psychosocial factors, including eating disorders, anxiety, depression, stress, socioeconomic vulnerability, and shift work, strongly influence self-management and may further aggravate metabolic instability. These determinants interact dynamically and bidirectionally, creating self-reinforcing cycles that help explain why recommended glycemic targets remain difficult to achieve. Improving outcomes in T1D therefore requires moving beyond a technology-centered model toward an integrated, patient-centered approach that combines technological innovation with therapeutic education, psychosocial screening, and individualized care across the life course.",Joubert Michael,2026-May,Diabetes & metabolism,Automated insulin delivery | Continuous glucose monitoring | Psychosocial factors | Type 1 diabetes | Uncontrolled diabetes | autoimmune diseases | PubMed,autoimmune diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42061704/,treatment,2026-06-01 19:23:28.624
Local aggressiveness and prognostic prediction in desmoid-type fibromatosis: insights from,"To investigate the value of We retrospectively analyzed Fifty-five lesions from 44 participants were included. ¹⁸F-FDG PET/CT showed higher accuracy and sensitivity than CE-MRI for assessing peritumoral invasion, with no statistically significant differences in paired comparisons. Notably, pathology in one case demonstrated tumor invasion of the lymph node capsules. Furthermore, DF lesions with PD or POR had significantly higher maximum standardized uptake value (SUV",Cui Yan | Wang Min | Liu Yitong | Liu Yang | Song Yufei | Zhai Shizhen | Li Nan,2026-Jun,Annals of nuclear medicine,18F-FDG PET/CT | Contrast-enhanced MRI | Desmoid-type fibromatosis | Prognostic prediction | cancer | PubMed,cancer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42223872/,diagnosis,2026-06-01 19:09:27.527
The Safety and Efficacy of Neramexane in Patients With Moderate to Severe Alzheimer's Disease,"Memory loss and difficulties with thinking associated with Alzheimer's disease may be due to chronic release of a brain chemical called glutamate. Glutamate helps transmit messages between nerve cells through interaction with a certain type of receptor (N-methyl-D-aspartate, NMDA) on the cell. Neramexane is a new drug that blocks the effects of excessive glutamate at the receptor (NMDA receptor antagonist).",Forest Laboratories,2003-03,Forest Laboratories,Alzheimer's Disease | alzheimer | ClinicalTrials,alzheimer,ClinicalTrials,https://clinicaltrials.gov/study/NCT00090116,treatment,2026-06-01 18:40:19.316
Cases of trauma due to war and violence among children in Gaza,"Background:The conflict in Gaza has exposed children to continuous cycles of violence and trauma, profoundly affecting their mental health.Aim:To illustrate the psychological burden on Gaza’s children and highlight their complex mental health needs amid the conflict.Methods:We report cases of 4 children receiving support from Children Not Numbers, who have lived through the violence in Gaza, illustrating the devastating impact of the conflict on their mental health.Results:The children exhibited symptoms of trauma, including emotional dysregulation, social withdrawal, grief, and worsening of pre-existing conditions. Common factors were displacement, loss of family members, physical injuries, and lack of mental health care resources.Conclusion:The cases highlight the severe psychological impact of the conflict on children and the urgent need for interventions to address the crisis and provide mental health services to prevent long-term consequences for the wellbeing of children in Gaza.",Shehreen Latif | Enas Abdel Raof A. Muaileq | Hani Chaabo | Fatima Rashid | Mairead Kelly | Nida Khatri | Hannah Alice King | Neil M. Fournier,2025-04-29,World Health Organization. Regional Office for the Eastern Mediterranean,Noncommunicable Diseases | autoimmune diseases | WHO,autoimmune diseases,WHO,https://iris.who.int/handle/10665/382104,prevention,2026-06-01 19:31:21.848
Activation mechanism and structural assembly of the Mycobacterium tuberculosis ClpP1P2 protease and its associated ATPases.,"Supramolecular assemblies are fundamental to cellular biochemical processes, relying on their dynamic nature to perform essential functions. The protease ClpP1P2, in association with ATPase partners ClpC1 or ClpX, is critical for the survival of Mycobacterium tuberculosis (Mtb). While the ClpP1P2 complex requires activation by specific N-blocked dipeptides to exhibit proteolytic activity in vitro, the mechanism of in vivo activation remains unclear. In this study, we use cryo-electron microscopy (cryo-EM) to determine the structure of the ClpC1P1P2 complex, revealing a highly asymmetric architecture with ClpC1 bound to the ClpP1P2 protease barrel. The activator dipeptide is observed only in the ClpP2 active site, while the ClpP1 entry pore remains closed. Molecular crowding agents promote the formation of larger ClpXP1P2 and ClpC1P1P2 complexes, enhancing structural stability and enzymatic activity. These findings suggest that molecular crowding stabilizes these complexes and promotes their activation, providing new insights into ClpC1P1P2 structural dynamics and function.",Weinhäupl Katharina | Akopian Tatos | Semchonok Dmitry A | Krandor Olga | Arranz Rocío | Bueno-Carrasco M Teresa | Gragera Marcos | Chevreuil Maelenn | Raynal Bertrand | Zinga Samuel | Liu Yuxin | Lai Jack | Wu WenGen | Bachovchin William | Gauto Diego | Goldberg Alfred | Rubin Eric | Fraga Hugo,2026-May,Cell reports,AAA+ ATPases | CP: microbiology | CP: molecular biology | Mycobacterium tuberculosis | antibiotic | molecular crowding | peptide activators | protease | trehalose | infectious diseases | PubMed,infectious diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42213777/,basic_research,2026-06-01 19:20:29.985
Human neutralizing antibodies elicited by SARS-CoV-2 infection.,"The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) presents a global health emergency that is in urgent need of intervention 1-3 . The entry of SARS-CoV-2 into its target cells depends on binding between the receptor-binding domain (RBD) of the viral spike protein and its cellular receptor, angiotensin-converting enzyme 2 (ACE2) 2,4-6 . Here we report the isolation and characterization of 206 RBD-specific monoclonal antibodies derived from single B cells from 8 individuals infected with SARS-CoV-2. We identified antibodies that potently neutralize SARS-CoV-2; this activity correlates with competition with ACE2 for binding to RBD. Unexpectedly, the anti-SARS-CoV-2 antibodies and the infected plasma did not cross-react with the RBDs of SARS-CoV or Middle East respiratory syndrome-related coronavirus (MERS-CoV), although there was substantial plasma cross-reactivity to their trimeric spike proteins. Analysis of the crystal structure of RBD-bound antibody revealed that steric hindrance inhibits viral engagement with ACE2, thereby blocking viral entry. These findings suggest that anti-RBD antibodies are largely viral-species-specific inhibitors. The antibodies identified here may be candidates for development of clinical interventions against SARS-CoV-2.",Bin Ju | Qi Zhang | Jiwan Ge | Ruoke Wang | Jing Sun | Xiangyang Ge | Jiazhen Yu | Sisi Shan | Bing Zhou | Shuo Song | Xian Tang | Jinfang Yu | Jun Lan | Jing Yuan | Haiyan Wang | Juanjuan Zhao | Shuye Zhang | Youchun Wang | Xuanling Shi | Lei Liu | Jincun Zhao | Xinquan Wang | Zheng Zhang | Linqi Zhang,2020-05-26,Unknown,respiratory diseases | Europe PMC,respiratory diseases,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/32454513/,basic_research,2026-06-01 18:48:51.923
Polyamine and tau: a chemical framework for understanding the hyperphosphorylated tau condensation.,"The pathological aggregation of tau proteins is a defining feature of Alzheimer's disease (AD), yet the molecular mechanisms underlying this process remain unresolved. Hyperphosphorylated tau, which detaches from microtubules and disrupts neuronal integrity, carries a high net negative charge. Despite this, most current models of tau aggregation overlook the electrostatic repulsion that should prevent condensation. Here, we investigate the potential role of polyamines, ubiquitous and multivalent cations, as mediators that help compensate for this charge imbalance, using fluorescence microscopy and molecular dynamics simulations. We show that polyamines promote liquid-liquid phase separation (LLPS) of hyperphosphorylated tau through charge-charge interactions, enabling the formation of dense protein condensates. Importantly, we further demonstrated that polyamine-dependent tau condensates also formed in cellular environments, supporting the potential physiological relevance of this mechanism. Over time, these condensates undergo a transition into filament-like structures, suggesting a possible pathway linking polyamine-mediated LLPS to tau aggregation processes. The results reveal polyamines as important modulators of tau condensation and aggregation in both in vitro and cellular contexts.",Lee Jinmin | Lee Kyubin | Kim Minsoo | Kim Min Wook | Lim Manho | Yoo Jejoong | Lee Sang Hak,2026-Jun,International journal of biological macromolecules,Liquid–liquid phase separation (LLPS) | Polyamines | Tau protein | alzheimer | PubMed,alzheimer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42103118/,basic_research,2026-06-01 19:12:54.188
Proceedings of the 2,Proceedings of the 2,Chatzis Loukas | Theofani Ioanna Myrto | Galani Ioanna Evdokia | Palla Panagiota | Koutsogianni Alexandra | Palamidas Dimitrios | Panagopoulos Panagiotis | Prifti Evangelia Dafni | Andreakos Evangelos | Tzioufas Athanasios G,2026-Mar,Mediterranean journal of rheumatology,Sjogren diseases | autoimmune diseases | proceedings | symposium | systemic lupus erythematosus | vasculitis | PubMed,autoimmune diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42100074/,basic_research,2026-06-01 19:22:44.588
Measuring the global diabetes targets in the WHO European Region: Finland case study,"Five global diabetes coverage targets have been developed to strengthen the prevention and control of diabetes. There are different approaches and data sources that can be used to measure progress against these targets within the WHO European Region. In Finland, diabetes surveillance is provided through the National Diabetes Registry, automatically collecting data from a national archive of existing electronic health records. The registry is supplemented by other data sources including national health examination surveys.",World Health Organization. Regional Office for Europe,2024-11-14,World Health Organization. Regional Office for Europe,diabetes | WHO,diabetes,WHO,https://iris.who.int/handle/10665/379522,prevention,2026-06-01 19:29:40.655
Phase II Study of Valproate and Doxorubicin in Malignant Mesothelioma,The purpose of this study is to determine the response rate to the combination of doxorubicin and valproate acid in patients with MM failing after at least one previous chemotherapy regimen including platinum derivatives .,European Lung Cancer Working Party,2006-07,European Lung Cancer Working Party,Malignant Mesothelioma | cancer | ClinicalTrials,cancer,ClinicalTrials,https://clinicaltrials.gov/study/NCT00634205,treatment,2026-06-01 18:38:36.145
Intermittent fasting versus continuous energy restriction in MASLD: a systematic review and meta-analysis.,"Intermittent fasting (IF) and continuous energy restriction (CER) are widely used dietary approaches for metabolic dysfunction-associated steatotic liver disease (MASLD), yet their comparative efficacy remains uncertain. PubMed, Embase, Web of Science, and Cochrane Central were searched from inception to August 1, 2025, for randomized controlled trials comparing intermittent fasting (IF) with continuous energy restriction (CER) in adults with NAFLD, MAFLD, or MASLD. Risk of bias was assessed using RoB 2, and weighted mean differences were pooled using random-effects models. Nine trials ( In patients with MASLD, intermittent fasting was associated with greater reductions in body weight, BMI, and LDL-C than continuous energy restriction. Although CAP-based analyses suggested a possible advantage of intermittent fasting for hepatic steatosis, this finding was not confirmed by MRI-PDFF and was no longer statistically significant in sensitivity analyses. Further large-scale, long-term randomized trials are needed to confirm these findings. Identifier: CRD .",Li Hanlu | Li Tianju,2026-,Frontiers in nutrition,continuous energy restriction | intermittent fasting | meta-analysis | metabolic dysfunction-associated steatotic liver disease | randomized controlled trials | infectious diseases | PubMed,infectious diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42211106/,review_meta,2026-06-01 19:20:33.004
Kaposi Sarcoma,"What is Kaposi sarcoma ? Kaposi sarcoma , sometimes called KS, is a type of cancer . It causes lesions (abnormal tissue) to grow in different parts of the body, including: The skin Lymph nodes Mucous membranes (the lining of the mouth, nose, and throat) Other organs These lesions are usually red or purple. They are made of cancer cells, new blood vessels, and blood cells. The lesions may begin in more than one place in the body at the same time. This makes Kaposi sarcoma different from other cancers . What causes Kaposi sarcoma and who is more likely to develop it? Kaposi sarcoma is caused by infection with human herpesvirus-8 (HHV-8). This virus is also called Kaposi sarcoma -associated herpesvirus (KSHV). Most people infected with this virus don't get Kaposi sarcoma . But certain people who get this virus are more likely to develop one of the types of Kaposi sarcoma : People with weakened immune systems due to HIV can develop epidemic (HIV-associated) Kaposi sarcoma . People with weakened immune systems due to medicines they need to take after an organ transplant can develop iatrogenic (transplant-related) Kaposi sarcoma . Older men of Mediterranean or Eastern European Jewish heritage can develop classic Kaposi sarcoma . Young men in Africa can develop endemic (African) Kaposi sarcoma . What are the symptoms of Kaposi sarcoma ? Kaposi sarcoma usually starts out as one or more red, purple, or brown skin lesions on the legs and feet. They are most often on the ankles or soles of the feet. Over time, lesions may form in other parts of the body. The lesions may not cause symptoms. But sometimes the lesions can cause problems, especially as you get more of them and they grow bigger. For example: Pressure from the lesions may block the flow of lymph and blood in the legs and cause painful swelling If lesions grow in your stomach or intestines, they can bleed and may cause abdominal (belly) pain and diarrhea Lesions in the lungs can also bleed and may cause shortness of breath How is Kaposi sarcoma diagnosed? To find out whether you have Kaposi sarcoma , your health care provider: Will ask about your medical and family history Will do a physical exam May order a chest x-ray to look for Kaposi sarcoma in the lungs May do a biopsy to check for Kaposi sarcoma lesions in the skin May do an endoscopy to check for Kaposi sarcoma in the stomach and intestines May do a bronchoscopy to check for Kaposi sarcoma in the lungs If you do have Kaposi sarcoma , you will likely need blood and imaging tests to find out if the cancer has spread to other parts of the body. What are the treatments for Kaposi sarcoma ? Which treatment(s) you get will depend on The type of Kaposi sarcoma you have How many lesions you have and where in the body they are What kinds of problems the lesions are causing Your overall health For people who have epidemic (HIV-associated) Kaposi sarcoma , taking HIV medicines may be enough to treat the Kaposi",MedlinePlus Editorial Team,2026-06-01,MedlinePlus,"Sarcoma , Kaposi | cancer | MedlinePlus",cancer,MedlinePlus,https://medlineplus.gov/kaposisarcoma.html,treatment,2026-06-01 18:55:29.277
"The myofibroblast: one function, multiple origins.","The crucial role played by the myofibroblast in wound healing and pathological organ remodeling is well established; the general mechanisms of extracellular matrix synthesis and of tension production by this cell have been amply clarified. This review discusses the pattern of myofibroblast accumulation and fibrosis evolution during lung and liver fibrosis as well as during atheromatous plaque formation. Special attention is paid to the specific features characterizing each of these processes, including the spectrum of different myofibroblast precursors and the distinct pathways involved in the formation of differentiated myofibroblasts in each lesion. Thus, whereas in lung fibrosis it seems that most myofibroblasts derive from resident fibroblasts, hepatic stellate cells are the main contributor for liver fibrosis and media smooth muscle cells are the main contributor for the atheromatous plaque. A better knowledge of the molecular mechanisms conducive to the appearance of differentiated myofibroblasts in each pathological situation will be useful for the understanding of fibrosis development in different organs and for the planning of strategies aiming at their prevention and therapy.",Boris Hinz | Sem H Phan | Victor J Thannickal | Andrea Galli | Marie-Luce Bochaton-Piallat | Giulio Gabbiani,2007-06-01,Unknown,respiratory diseases | Europe PMC,respiratory diseases,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/17525249/,prevention,2026-06-01 18:48:50.169
Messenger RNA-long noncoding RNA-microRNA interaction in the dorsal root ganglia of rats with painful diabetic peripheral neuropathy.,"Painful diabetic peripheral neuropathy is recognized as a common and highly disabling complication in diabetes. Its underlying mechanisms remain incompletely understood, and effective therapeutic options are lacking. A growing body of evidence indicates that long noncoding RNAs, microRNAs, and messenger RNAs form complex competing endogenous RNA networks that influence painful diabetic peripheral neuropathy development. Given the central role of the dorsal root ganglion in sensory processing, this study investigated transcriptomic alterations in dorsal root ganglion tissue from a streptozotocin-induced rat model of painful diabetic peripheral neuropathy. Behavioral, electrophysiological, and histopathological assessments confirmed the successful establishment of neuropathic pain phenotypes. Whole-transcriptome RNA sequencing identified 101 messenger RNAs and 184 long non-coding RNAs that were differentially expressed. Key dysregulated genes included the proinflammatory cytokine Ccl3, the neurotrophic factor Igf1, the transcription factor Fosb, and the metabolic enzyme Alox15. Enrichment analyses indicated that these genes were mainly involved in immune-inflammatory responses, regulation of neurotransmission, ion channel activity, and energy metabolism. Construction of a competing endogenous RNA network showed that 1892 positively correlated long non-coding RNA-messenger RNA pairs contributed to a competing endogenous RNA network in which XR_ was the most prominent long non-coding RNA regulator. Integration of microRNA predictions further identified rno-miR-466b-3p as a central node linking messenger RNAs and long non-coding RNAs. Reverse transcription-quantitative polymerase chain reaction and western blotting validated the sequencing results. These findings provide an integrated overview of coding and non-coding RNA interactions in a rat model of painful diabetic peripheral neuropathy and highlight molecular targets that may support early diagnosis and precision therapeutic strategies.",Gao Zhenxuan | Zhang Ze | Jin Quanyu | Liu Jiaxin | Aerman Abudurezhake | Kou Lei | Kong Chenchen | Cai Shuguang | Yang Wenqiang | Wang Qi | Yu Yanbing | Zhang Li,2026-May,Neural regeneration research,RNA interactions | RNA-seq | bioinformatics | competing endogenous RNA | dorsal root ganglion | enrichment analyses | lncRNA | mRNA | miRNA | painful diabetic peripheral neuropathy | diabetes | PubMed,diabetes,PubMed,https://pubmed.ncbi.nlm.nih.gov/42199132/,bioinformatics,2026-06-01 19:11:39.701
EFFECT OF ADDING DAPAGLIFLOZIN TO ALLOGRAFT DYSFUNCTION OF RENAL TRANSPLANTED PATIENTS.,"Sodium-glucose co-transporter 2 (SGLT2) inhibitors reduce plasma glucose and haemoglobin A1c(HbA1c) in patients with type 2 diabetes mellitus by increasing urinary glucose excretion in a non-insulin-dependent fashion. However, in some situations lead to a diminished number of functional glomeruli with a consequent hyperfiltration in the remaining ones. This fact may be where the use of SGLT2 inhibitor could attenuate the renal damage. The purpose of our study is to evaluate the impact of using dapagliflozin on the renal functional deterioration of renal transplanted patients diabetics or not. This is a prospective, randomized, single-blinded, double-center, controlled trial. Patients will be randomized to add either Dapagliflozin 10 mg or Placebo to their treatment. Study drug will be administered by once-daily orallly. The first dose MUST be started within 1 and 7 days after randomization. The subsequent doses will be administered 24 ± 4 hours after the previous dose.",University of Sao Paulo General Hospital,2021-08-17,University of Sao Paulo General Hospital,"Kidney Transplantation | Diabetes Mellitus, Type 2 | Diabetes Complications | diabetes | ClinicalTrials",diabetes,ClinicalTrials,https://clinicaltrials.gov/study/NCT04743453,treatment,2026-06-01 18:39:12.529
Guidelines on the management of valvular heart disease (version 2012).,Guidelines on the management of valvular heart disease (version 2012).,Alec Vahanian | Ottavio Alfieri | Felicita Andreotti | Manuel J Antunes | Gonzalo Barón-Esquivias | Helmut Baumgartner | Michael Andrew Borger | Thierry P Carrel | Michele De Bonis | Arturo Evangelista | Volkmar Falk | Bernard Iung | Patrizio Lancellotti | Luc Pierard | Susanna Price | Hans-Joachim Schäfers | Gerhard Schuler | Janina Stepinska | Karl Swedberg | Johanna Takkenberg | Ulrich Otto Von Oppell | Stephan Windecker | Jose Luis Zamorano | Marian Zembala,2012-08-24,Unknown,heart disease | Europe PMC,heart disease,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/22922415/,basic_research,2026-06-01 18:48:01.234
