titre,resume,auteurs,date_publication,journal,mots_cles,maladie,source,lien,type_contenu,date_scraping
Changes in interstitial cells of Cajal calcium activity in a diabetic mouse model of delayed gastric emptying.,Interstitial cells of Cajal (ICC) regulate gastrointestinal motility by generating electrical slow waves that orchestrate downstream calcium (Ca,Maalouf Elisia | Chai Xin-Yi | Patraw Jack A | Cipriani Gianluca | Linden David R | Bernard Cheryl E | Farrugia Gianrico | Du Peng | Smith-Edwards Kristen M | Grover Madhusudan,2026-May,The Journal of physiology,calcium activity | diabetic gastroparesis | gastric emptying | interstitial cells of Cajal | diabetes | PubMed,diabetes,PubMed,https://pubmed.ncbi.nlm.nih.gov/42218355/,basic_research,2026-06-01 19:11:16.710
Fibroblast Activation Protein Inhibitor (FAPI) PET: A Scoping Review of Emerging Oncologic and Fibroinflammatory Applications.,"This scoping review was conducted in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews (PRISMA-ScR) guidelines. It summarizes advances in fibroblast activation protein inhibitor (FAPI) positron emission tomography (PET) for oncologic and fibroinflammatory diseases. FAP is expressed broadly on activated mesenchymal cells-including cancer-associated fibroblasts (CAFs) and myofibroblasts within desmoplastic tumor stroma, FAP-positive tumor cells in selected sarcomas, and activated fibroblasts in chronic fibroinflammatory disorders such as rheumatoid arthritis, Crohn's disease, and organ fibrosis. By targeting these activated fibroblasts, [",Panagiotidis Emmanouil | Koinis Filippos | Zhang-Yin Jules | Angelidis George | Valotassiou Varvara | Tsougos Ioannis | Kotsakis Athanasios | Georgoulias Panagiotis,2026-May,"Diagnostics (Basel, Switzerland)",PET/CT | PRISMA-ScR | artificial intelligence | cancer-associated fibroblasts (CAFs) | fibroblast activation protein inhibitor (FAPI) | standardized imaging protocols | theranostics | autoimmune diseases | PubMed,autoimmune diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42196913/,diagnosis,2026-06-01 19:21:52.538
Cardiac Biomarkers and Multimodality Imaging in Surveillance During Oncologic Therapy: An Integrated Approach to Cardio-Oncology.,"Modern oncologic therapy has dramatically improved cancer survival, yet many of the agents responsible for these gains-anthracyclines, human epidermal growth factor receptor 2-targeted therapies, vascular endothelial growth factor inhibitors, immune checkpoint inhibitors, and chest radiotherapy-carry meaningful cardiovascular risk. The emerging discipline of cardio-oncology has transformed the clinical approach to this challenge, and the 2022 European Society of Cardiology guidelines on cardio-oncology have provided the first comprehensive framework for cancer therapy-related cardiovascular toxicity, including its early detection through cardiac biomarkers and advanced imaging. Cardiac troponin (preferably high sensitivity) and natriuretic peptides (B-type natriuretic peptide or N-terminal pro B-type natriuretic peptide) serve as reliable, accessible markers of cardiomyocyte injury and hemodynamic stress, respectively, and are now formally embedded in surveillance algorithms across all major society documents. Growth differentiation factor 15, a stress-responsive cytokine, has emerged as a particularly promising next-generation biomarker, with recent data demonstrating predictive value for cardiotoxicity in human epidermal growth factor receptor 2-targeted breast cancer therapy. On the imaging side, global longitudinal strain by speckle-tracking echocardiography enables sensitive detection of subclinical left ventricular dysfunction long before left ventricular ejection fraction declines, and the SUCCOUR and SUCCOUR-MRI trials have provided important randomized data on strain-guided cardioprotection.",Agrawal Siddharth Pravin | Lussier Amanda | Patel Devam Snigdhesh | Thukral Jatin | Gopu Sooraj Srirangadhamu | Shah Radhe Kinner | Patel Helly | Frishman William H | Aronow Wilbert S,2026-Jun,Cardiology in review,B-type natriuretic peptide | cardiac magnetic resonance | cardio-oncology | cardiotoxicity | global longitudinal strain | growth differentiation factor 15 | troponin | cancer | PubMed,cancer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42219561/,diagnosis,2026-06-01 19:09:48.574
"Differential aging of the brain: patterns, cognitive correlates and modifiers.","Deciphering the secret of successful aging depends on understanding the patterns and biological underpinnings of cognitive and behavioral changes throughout adulthood. That task is inseparable from comprehending the workings of the brain, the physical substrate of behavior. In this review, we summarize the extant literature on age-related differences and changes in brain structure, including postmortem and noninvasive magnetic resonance imaging (MRI) studies. Among the latter, we survey the evidence from volumetry, diffusion-tensor imaging, and evaluations of white matter hyperintensities (WMH). Further, we review the attempts to elucidate the mechanisms of age-related structural changes by measuring metabolic markers of aging through magnetic resonance spectroscopy (MRS). We discuss the putative links between the pattern of brain aging and the pattern of cognitive decline and stability. We then present examples of activities and conditions (hypertension, hormone deficiency, aerobic fitness) that may influence the course of normal aging in a positive or negative fashion. Lastly, we speculate on several proposed mechanisms of differential brain aging, including neurotransmitter systems, stress and corticosteroids, microvascular changes, calcium homeostasis, and demyelination.",Naftali Raz | Karen M Rodrigue,2006-08-17,Unknown,alzheimer | Europe PMC,alzheimer,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/16919333/,diagnosis,2026-06-01 18:47:29.257
Low-Load Blood Flow Restriction on Patients With Multiple Sclerosis,This research is being done to compare the current standard of care for strength training for patients with Multiple Sclerosis to lightweight resistance training with blood flow restriction.,University of Central Florida,2022-01-01,University of Central Florida,Training Study | Multiple Sclerosis | Blood Flow Restriction | autoimmune diseases | ClinicalTrials,autoimmune diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT05177952,treatment,2026-06-01 18:44:13.844
Safety monitoring of mpox vaccines using cohort event monitoring: a WHO protocol,"xi, 49 p.",World Health Organization,2024-12-02,World Health Organization,autoimmune diseases | WHO,autoimmune diseases,WHO,https://iris.who.int/handle/10665/379659,basic_research,2026-06-01 19:31:28.791
"Association of anti-DFS70 positivity with disease activity in systemic lupus erythematosus, Sjögren's syndrome, and systemic sclerosis: a cross sectional study.","Anti-DFS70 antibodies have been proposed as a potential marker of lower disease activity in systemic autoimmune diseases, but evidence remains conflicting. This study aimed to investigate the association between anti-DFS70 positivity and disease activity in three systemic autoimmune diseases: systemic lupus erythematosus (SLE), primary Sjögren's syndrome (pSS), and systemic sclerosis (SSc). This cross-sectional study included 246 patients (59 SLE, 102 pSS, 85 SSc). Anti-DFS70 positivity was determined by immunoblot method. Disease activity was assessed using SLEDAI-2 K (SLE), ESSDAI (pSS), and EUSTAR activity index (SSc). Multivariate linear regression models were constructed for each disease cohort, adjusting for age, sex, disease-specific autoantibodies, glucocorticoid use, and interstitial lung disease (for SSc). Anti-DFS70 positivity was observed in 14 (23.3%) SLE, 23 (22.5%) pSS, and 12 (14.1%) SSc patients. In univariate analyses, anti-DFS70-positive SLE patients had significantly lower SLEDAI-2 K scores (median 3 vs 4, p = 0.001), lower anti-dsDNA positivity (6.7% vs 40.0%, p = 0.014), and less frequent glucocorticoid use (13.3% vs 46.6%, p = 0.02). However, in multivariate regression models, anti-DFS70 positivity was not independently associated with disease activity in any of the three diseases (SLE: β = -1.197, p = 0.191; pSS: β = -0.181, p = 0.394; SSc: β = -0.578, p = 0.187). Correlation analysis revealed a significant negative correlation between anti-DFS70 titre and SLEDAI-2 K in SLE (ρ = -0.440, q < 0.001), which was lost after multivariate adjustment, confounded by anti-dsDNA positivity and glucocorticoid use. No independent association was demonstrated with Anti-DFS70 positivity and low disease activity in SLE, Sjögren's syndrome, or systemic sclerosis.",Imrak Esra Dilsat | Cetin Duran Alev,2026-May,Immunobiology,Anti-DFS70 | Disease activity | Sjögren's syndrome | Systemic lupus erythematosus | Systemic sclerosis | autoimmune diseases | PubMed,autoimmune diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42176563/,epidemiology,2026-06-01 19:22:02.786
Amygdala microstructural changes in subjective cognitive decline: A diffusion kurtosis and neurite orientation dispersion and density imaging study.,"BackgroundPeople with subjective cognitive decline (SCD) are at increased risk of Alzheimer's disease. Prior research has suggested that amygdala volume may be more sensitive than hippocampal volume in detecting differences between SCD and age-matched controls, as well as in predicting SCD conversion to mild cognitive impairment. However, the microstructure underlying this volumetric change remains unclear.ObjectiveThis study evaluated amygdala microstructural differences in SCD versus control participants as well as associations between amygdala microstructure and volume, age, memory performance, anxiety, and depression using diffusion imaging.MethodsDiffusion tensor imaging, diffusion kurtosis imaging, and neurite orientation dispersion and density imaging were fit to diffusion MRI images. Group differences and correlations between diffusion metrics, age, memory, anxiety, and depression were assessed in 123 SCD versus 194 age-matched controls over age 55.ResultsIn the left amygdala, SCD participants had significantly lower fractional anisotropy (FA), lower kurtosis fractional anisotropy (KFA), and higher free water fraction (FWF). KFA was lower in the right amygdala in SCD. There were no significant group differences in the amygdala volume. Bilateral KFA negatively correlated with FWF, a marker of neuroinflammation and neurodegeneration. Left FA negatively correlated with orientation dispersion index, a marker of neuritic branching. Right KFA correlated with age only in SCD, while left FA correlated with anxiety only in controls.ConclusionsKFA is sensitive to group differences between SCD and controls in bilateral amygdala. KFA may reflect neuroinflammation and increased sensitivity to aging in the amygdala in SCD.",Flaherty Ryn | Sui Yu Veronica | Masurkar Arjun V | Youss Zakia Ben | Wisniewski Thomas | Rusinek Henry | Lazar Mariana,2026-May,Journal of Alzheimer's disease : JAD,Alzheimer's disease | aging | amygdala | anxiety | cognitive dysfunction | diagnostic self evaluation | diffusion magnetic resonance imaging | diffusion tensor imaging | inflammation | pathology | alzheimer | PubMed,alzheimer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42198982/,basic_research,2026-06-01 19:12:20.292
Lactic Acid Bacteria-Mediated Fermentation Drives Metabolic Remodeling of,Lactic Acid Bacteria-Mediated Fermentation Drives Metabolic Remodeling of,Ryu Da Hye | Cho Jwa Yeong | Jung Jae Woon | Cha Hyeong Ho | Kim Hye Min | Park Na-Yun | Ahn Na-Hyun | Lee Joo-Hee | Park Jong Soon | Lee Deuk-Sik | Yang Seung-Hoon | Kim Ho-Youn,2026-May,ACS omega,alzheimer | PubMed,alzheimer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42179525/,basic_research,2026-06-01 19:12:23.789
Osteopontin in Kidney-Heart-Lung Crosstalk: A Metabolic and Inflammatory Mediator of Remote Organ Injury.,"Cardiorenal syndrome (CRS) has traditionally been explained through hemodynamic and neurohormonal mechanisms; however, emerging evidence highlights a critical role for immune-metabolic signaling. Osteopontin (OPN), a damage-associated molecular pattern released from injured renal tubular cells, functions as a circulating alarmin that drives inter-organ communication. Renal-derived OPN promotes cardiac fibrosis, metabolic reprogramming, and diastolic dysfunction by suppressing fatty acid oxidation and enhancing glycolysis. Simultaneously, it contributes to pulmonary endothelial injury and inflammation, establishing a kidney-heart-lung axis of dysfunction. The kidney-heart-lung axis refers to the interconnected inflammatory and metabolic communication between injured renal tissue and distant cardiac and pulmonary organs. Elevated circulating OPN correlates with adverse clinical outcomes, underscoring its potential as both a biomarker and therapeutic target in cardiorenal disease progression.",Sabarathinam Sarvesh,2026-Jun,Comprehensive Physiology,acute kidney injury | cardiorenal syndrome | good health and well‐being | inflammation | metabolic reprogramming | osteopontin | heart disease | PubMed,heart disease,PubMed,https://pubmed.ncbi.nlm.nih.gov/42186324/,treatment,2026-06-01 19:13:47.304
Generation of three-dimensional retinal tissue with functional photoreceptors from human iPSCs.,"Many forms of blindness result from the dysfunction or loss of retinal photoreceptors. Induced pluripotent stem cells (iPSCs) hold great potential for the modelling of these diseases or as potential therapeutic agents. However, to fulfill this promise, a remaining challenge is to induce human iPSC to recreate in vitro key structural and functional features of the native retina, in particular the presence of photoreceptors with outer-segment discs and light sensitivity. Here we report that hiPSC can, in a highly autonomous manner, recapitulate spatiotemporally each of the main steps of retinal development observed in vivo and form three-dimensional retinal cups that contain all major retinal cell types arranged in their proper layers. Moreover, the photoreceptors in our hiPSC-derived retinal tissue achieve advanced maturation, showing the beginning of outer-segment disc formation and photosensitivity. This success brings us one step closer to the anticipated use of hiPSC for disease modelling and open possibilities for future therapies.",Xiufeng Zhong | Christian Gutierrez | Tian Xue | Christopher Hampton | M Natalia Vergara | Li-Hui Cao | Ann Peters | Tea Soon Park | Elias T Zambidis | Jason S Meyer | David M Gamm | King-Wai Yau | M Valeria Canto-Soler,2014-06-10,Unknown,eye diseases | Europe PMC,eye diseases,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/24915161/,treatment,2026-06-01 18:49:17.202
Fluoroquinolone Prophylaxis Uncovers High Prevalence Rates of Fluoroquinolone-Resistant,Fluoroquinolone Prophylaxis Uncovers High Prevalence Rates of Fluoroquinolone-Resistant,Patel Chintan | Terlecky Austin J | Baker Melissa | Lozy Tara | Yen Kelly K | Kaur Navjot | Machere Lauren | Ali Alaa | Cho Christina | Donato Michele L | Munshi Pashna N | Kreiswirth Barry N | Rowley Scott D,2026-May,Cancers,Enterobacterales | antibiotic prophylaxis | autologous stem cell transplantation | fluoroquinolone resistance | multiple myeloma | infectious diseases | PubMed,infectious diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42192926/,epidemiology,2026-06-01 19:21:10.981
Harnessing genomic and bioinformatics for surveillance of pathogens in Africa: a scoping review of existing training and gaps in training.,"Pathogen surveillance is vital for managing infectious diseases in Africa, where high disease burdens necessitate advanced tools like genomics and bioinformatics. While these technologies enable early detection, resistance monitoring, and targeted interventions, yet their adoption is hindered by limited training and educational resources. This scoping review maps existing training programmes in genomics and bioinformatics for pathogen surveillance in Africa, identifying gaps and opportunities to enhance capacity-building. Following PRISMA-ScR guidelines, we systematically searched databases (PubMed, Embase, Scopus, etc.) and grey literature for articles which described the design, implementation, delivery, or evaluation of a specific genomics/bioinformatics training programme or discussed training needs or status published between November 2014 and December 2025. Eligible articles focused on genomics or bioinformatics training for pathogen surveillance in Africa. Data were extracted on programme characteristics, outcomes, challenges, and recommendations, with findings synthesised narratively and thematically. Of 2491 identified articles, 40 were included, spanning . These comprised case studies (45%), opinion pieces (27.5%), reviews (15%), cross-sectional studies (10%), and a methodological study (2.8%). Twenty-three articles detailed specific training programmes, predominantly short-term (e.g., 2-14 days), with 60.9% of the training programmes covering both genomics and bioinformatics. Training programmes were mostly carried out in African countries (91.3%), often funded by external agencies like NIH (26.1%) and Wellcome Trust (13%). Key outcomes included enhanced technical skills (21.7%) and career development (17.4%). Challenges included inadequate infrastructure, skill gaps, and theoretical-heavy curricula, while opportunities encompassed virtual delivery, collaborative networks, and open-access resources. Seventeen studies were included as they examined training status and deficiencies in Africa, highlighting limited expertise and brain drain, and recommending investment in infrastructure, expansion of curricula, and development of local trainers. Genomics and bioinformatics training in Africa is growing but remains fragmented, donor-dependent, and resource-constrained. Sustainable capacity-building requires institutionalising training within academic systems, increasing government investment, and leveraging open-access and regional networks. These findings provide a foundation for policymakers and educators to develop targeted, inclusive programmes, strengthening Africa's pathogen surveillance capabilities. N/A.",Kingpriest Paul Tunde | Bok John | Lompo Palpouguini | Ngelesi Evodie | Mwaka Joseph | Ndure Sainabou Laye | Moremi Nyambura | Baraka Vito | Den Bossche Tim Van | Bombaywala Sakina | Mesuere Bart | Martens Lennart | Lang Trudie,2026-May,BMC infectious diseases,Africa | Bioinformatics | Capacity building | Genomics training | Pathogen surveillance | infectious diseases | PubMed,infectious diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42215880/,bioinformatics,2026-06-01 19:20:21.424
Effect of a New Combination Bronchodilator on Exercise in GOLD Stage II Moderate COPD,"Preliminary information from our laboratory indicated that even patients with milder chronic obstructive pulmonary disease (COPD) can have significant physiological derangements which become more pronounced during exercise, leading to intolerable dyspnea at lower levels of ventilation than in health. This study will explore pathophysiological mechanisms of dyspnea and activity limitation in GOLD stage II COPD and will determine if there is a sound physiological rationale for the use of dual long-acting beta2-agonist (LABA)/long-acting muscarinic antagonist (LAMA) therapy (GSK573719/ GW642444 Inhalation Powder) versus LAMA alone (GSK573719) as treatment for dyspnea and exercise intolerance in this subpopulation. Objectives of this study are to determine if: 1) neuromechanical uncoupling of the respiratory system contributes to exertional dyspnea in milder COPD, and 2) treatment with LABA/LAMA improves dyspnea and exercise endurance compared with LAMA by improving neuromechanical coupling. The investigators hypothesize that: 1) dyspnea is related to excessive dynamic lung hyperinflation, tidal volume restriction and increased ratio of central respiratory neural drive to tidal volume displacement, a measure of neuromechanical uncoupling of the respiratory system, and 2) LABA/LAMA will improve dyspnea and exercise endurance, which will be explained by partial reversal of the above mechanical abnormalities. The investigators will conduct a randomized, double-blind crossover study and compare the effects of once-daily LABA/LAMA over 4-weeks with LAMA on dyspnea, exercise endurance and ventilatory mechanics in GOLD stage II COPD.",Queen's University,2012-01,Queen's University,COPD | respiratory diseases | ClinicalTrials,respiratory diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT01491802,treatment,2026-06-01 18:41:54.058
"Review of Therapeutic Potential of Coenzyme Q10 in Ophthalmology: Focus on Age-Related Macular Degeneration, Glaucoma, and Retinitis Pigmentosa.","Coenzyme Q10 (CoQ10), a natural antioxidant produced by the human body, has strong anti-inflammatory properties, reduces oxidative stress, and improves mitochondrial function. It is also known for its strong neuroprotective effects. With age, endogenously produced CoQ10 levels decline, contributing to the development of chronic diseases, including eye disorders. Irreversible ocular diseases that result in blindness present a significant challenge in contemporary medicine, as no fully effective cure exists; current treatments primarily aim to decelerate disease progression, manage symptoms, and preserve residual vision. Our study reviews research on the use of CoQ10 in eye diseases like age-related macular degeneration (AMD), retinitis pigmentosa (RP), and glaucoma, which can cause permanent vision loss and are linked to oxidative stress and mitochondrial dysfunction. This article explores whether CoQ10 can be a safe and effective addition to treatment for these conditions. We also outline directions for future research and explain how CoQ10 functions in the studies discussed in this review.",Wiciński Michał | Fajkiel-Madajczyk Anna | Kurant Zuzanna | Rzepiński Łukasz | Słupski Maciej,2026-Apr,"Antioxidants (Basel, Switzerland)",AMD | CoQ10 | RP | coenzyme Q10 | glaucoma | ophthalmology | eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42072148/,treatment,2026-06-01 19:17:54.954
25gr. Glucomedics vs 25gr. Zusto,"Objective: to compare blood glucose and insulin responses after consumption of 100ml water, sweetened with 25gr Zusto® and 100ml water sweetened with 25gr Glucomedics® (standard drink)",Bart Keymeulen,2015-02,Bart Keymeulen,Diabetes Mellitus | diabetes | ClinicalTrials,diabetes,ClinicalTrials,https://clinicaltrials.gov/study/NCT02607345,basic_research,2026-06-01 18:39:15.639
Pituitary Neurolobectomy induces sustained hypotension in male Wistar rats and normalizes blood pressure in male spontaneously hypertensive rats.,"Arginine vasopressin is primarily recognized as an osmoregulatory hormone; however, its contribution to vascular tone and blood pressure regulation under basal and hypertensive conditions remains debated. This study examined the effects of vasopressin deficiency induced by neurointermediate pituitary lobectomy in Wistar and spontaneously hypertensive rats, compared with sham-operated controls. Water intake, urine output, plasma vasopressin and oxytocin levels, blood pressure, and heart rate were evaluated over time. Neurointermediate pituitary lobectomy produced transient diabetes insipidus followed by the restoration of water balance, while plasma vasopressin and oxytocin levels remained markedly reduced at 3- and 90-days post-surgery (p < 0.0001 vs. Sham). This deficiency was associated with sustained hypotension in Wistar rats (~27 mmHg; p < 0.05) and normalized systolic blood pressure in spontaneously hypertensive rats (~50 mmHg; p < 0.001). Acute and chronic vasopressin and oxytocin deficiency causes transient diabetes insipidus, persistent hypotension in normotensive rats, and attenuated hypertension in spontaneously hypertensive rats with unchanged heart rate, demonstrating that vasopressin plays a key role in regulating both basal and hypertensive blood pressure.",Villanueva-Rodríguez Gloria Marcela | Bobadilla Norma A | Quintanar J Luis | Rivera-Cerecedo Claudia Verónica | Chavira-Ramírez David Roberto | Kovacs Kalman | Quintanar-Stephano Andrés,2026-Jun,Physiological reports,blood pressure | diabetes insipidus | hypertension | neurointermediate pituitary lobectomy | oxytocin | vasopressin | diabetes | PubMed,diabetes,PubMed,https://pubmed.ncbi.nlm.nih.gov/42210729/,basic_research,2026-06-01 19:11:24.401
Surgical techniques for patients with cancer-related neuropathic pain.,"In this manuscript, we discuss the use of neuromodulatory techniques such as intrathecal therapy (IT) and spinal cord stimulation (SCS) for cancer pain in neuro-oncology patients. Currently, cancer pain management relies on oral opioids, which have a number of systemic side effects particularly in a chronic setting. An escalation of pain therapy for pain relief, such as neuromodulation, is necessary to improve neuro-oncology patients' quality of life. The paper highlights the need for more comprehensive pain management for patients during and after receiving cancer therapies. IT allows analgesics to bypass the blood-brain barrier (BBB), generating rapid and effective analgesia with fewer side effects than oral drug administration. SCS can interrupt pain signals via electrical stimulation of the dorsal columns of the spinal cord. Here we present rationale and highlight individualized treatment options for these neuromodulatory techniques' use in a neuro-oncological setting.",Gillespie Erica | Bouchal Elise | Li Gordon | Pilitsis Julie G,2026-May,Neuro-oncology advances,cancer-related pain | intrathecal therapy | neuro-oncology | neuromodulation | spinal cord stimulation | cancer | PubMed,cancer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42221986/,treatment,2026-06-01 19:09:30.208
Intraneuronal Abeta causes the onset of early Alzheimer's disease-related cognitive deficits in transgenic mice.,"Progressive memory loss and cognitive dysfunction are the hallmark clinical features of Alzheimer's disease (AD). Identifying the molecular triggers for the onset of AD-related cognitive decline presently requires the use of suitable animal models, such as the 3xTg-AD mice, which develop both amyloid and tangle pathology. Here, we characterize the onset of learning and memory deficits in this model. We report that 2-month-old, prepathologic mice are cognitively unimpaired. The earliest cognitive impairment manifests at 4 months as a deficit in long-term retention and correlates with the accumulation of intraneuronal Abeta in the hippocampus and amygdala. Plaque or tangle pathology is not apparent at this age, suggesting that they contribute to cognitive dysfunction at later time points. Clearance of the intraneuronal Abeta pathology by immunotherapy rescues the early cognitive deficits on a hippocampal-dependent task. Reemergence of the Abeta pathology again leads to cognitive deficits. This study strongly implicates intraneuronal Abeta in the onset of cognitive dysfunction.",Lauren M Billings | Salvatore Oddo | Kim N Green | James L McGaugh | Frank M LaFerla,2005-03-01,Unknown,alzheimer | Europe PMC,alzheimer,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/15748844/,treatment,2026-06-01 18:47:21.268
"Prevalence of obesity, diabetes, and obesity-related health risk factors, 2001.","Context Obesity and diabetes are increasing in the United States. Objective To estimate the prevalence of obesity and diabetes among US adults in 2001. Design, setting, and participants Random-digit telephone survey of 195 005 adults aged 18 years or older residing in all states participating in the Behavioral Risk Factor Surveillance System in 2001. Main outcome measures Body mass index, based on self-reported weight and height and self-reported diabetes. Results In 2001 the prevalence of obesity (BMI > or =30) was 20.9% vs 19.8% in 2000, an increase of 5.6%. The prevalence of diabetes increased to 7.9% vs 7.3% in 2000, an increase of 8.2%. The prevalence of BMI of 40 or higher in 2001 was 2.3%. Overweight and obesity were significantly associated with diabetes, high blood pressure, high cholesterol, asthma, arthritis, and poor health status. Compared with adults with normal weight, adults with a BMI of 40 or higher had an odds ratio (OR) of 7.37 (95% confidence interval [CI], ) for diagnosed diabetes, 6.38 (95% CI, ) for high blood pressure, 1.88 (95% CI, ) for high cholesterol levels, 2.72 (95% CI, ) for asthma, 4.41 (95% CI, ) for arthritis, and 4.19 (95% CI, ) for fair or poor health. Conclusions Increases in obesity and diabetes among US adults continue in both sexes, all ages, all races, all educational levels, and all smoking levels. Obesity is strongly associated with several major health risk factors.",Ali H Mokdad | Earl S Ford | Barbara A Bowman | William H Dietz | Frank Vinicor | Virginia S Bales | James S Marks,2003-01-01,Unknown,diabetes | Europe PMC,diabetes,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/12503980/,epidemiology,2026-06-01 18:46:39.142
Endovascular thrombectomy for patients with large-core ischaemic stroke presenting up to 24 h after onset (ATLAS): a systematic review and individual patient data meta-analysis with central imaging adjudication.,"Patients with extensive ischaemic change are often excluded from endovascular thrombectomy. We aimed to synthesise the evidence from recent trials in these patients by performing a systematic review and individual patient data meta-analysis to estimate treatment benefit, including within clinical and imaging subgroups. In this systematic review and meta-analysis, we searched PubMed and Embase for randomised trials published between March 1, 2018, and March 1, 2025, that evaluated efficacy and safety of endovascular thrombectomy compared with medical management in patients with large-core ischaemic stroke (based on an Alberta Stroke Program Early CT Score [ASPECTS] of ≤5 or estimated ischaemic core ≥50 mL) presenting within 24 h of onset. Individual patient-level data from all eligible trials were obtained. A central imaging core laboratory readjudicated ASPECTS and reanalysed ischaemic core volume. A two-stage meta-analysis with random-effects model was used to evaluate the distribution of 90-day modified Rankin Scale (mRS) scores (the primary outcome) using adjusted pooled generalised odds ratios (aGenORs). Missing data were handled by multiple imputation. Safety outcomes were all-cause mortality within 90-day follow-up and neurological worsening within 24-48 h of randomisation, reported as adjusted pooled relative risk (aRR); and symptomatic intracerebral haemorrhage within 36 h of randomisation (reported as risk difference). Subgroup analyses based on clinical and imaging characteristics were done, including subgroups defined by ischaemic core volume, ASPECTS, and time window from onset to randomisation. The meta-analysis was registered with PROSPERO (CRD ). We included 1886 patients (944 assigned to endovascular thrombectomy and 942 assigned to medical management) from six trials. Baseline characteristics were similar between treatment groups. At day 90, the distribution of mRS scores was improved in patients in the endovascular thrombectomy group (median score 4 [IQR 3-6]; n=940) versus those in the medical management group (5 [4-6]; n=931; aGenOR 1·63 [95% CI 1·42-1·88], p<0·0001). The endovascular thrombectomy group also had reduced mortality (292 [31·1%]) compared with the medical management group (347 [37·3%]; aRR 0·82 [95% CI 0·70-0·97], p=0·022). No significant differences were observed in symptomatic intracranial haemorrhage (ten [1·1%] of 944 vs nine [1·0%] of 942 patients; pooled unadjusted risk difference -0·17 percentage points [95% CI -1·01 to 0·67], p=0·69) or neurological worsening (197 [22·0%] of 896 patients vs 161 [17·9%] of 899; aRR 1·19 [0·87-1·62], p=0·27). Improved functional outcomes with endovascular thrombectomy were consistent across clinical and imaging subgroups, except for those with an estimated ischaemic core volume of 150 mL or greater, in whom point estimates favoured endovascular thrombectomy, particularly in the early time window (0-6 h), but wide 95% CIs limited interpretation. Endovascular thrombectomy was associated with improved functional outcomes and reduced mortality versus medical management in patients with large-core ischaemic stroke presenting within 24 h of onset. With the exception of very extensive ischaemic changes (core volume ≥150 mL) presenting beyond 6 h, where evidence remains limited, benefit was sustained across ASPECTS and ischaemic core strata for patients presenting up to 24 h after onset. None.",Sarraj Amrou | Thomalla Götz | Yoshimura Shinichi | Huo Xiaochuan | Costalat Vincent | Zaidat Osama O | Arquizan Caroline | Johns Hannah | Yogendrakumar Vignan | Churilov Leonid | Pujara Deep | Sitton Clark W | Liebeskind David S | Inoue Manabu | Majoie Charles | Beenen Ludo | Abdulrazzak Mohammad Ammar | Chaturvedi Aditya | Singh Sarthak | Parsons Mark W | Denis Angelique | Sakai Nobuyuki | Nguyen Thanh N | Albucher Jean François | Kasab Sami Al | Hassan Ameer E | Abraham Michael | Rai Ansar | Henon Hilde | Sun Dapeng | Yamagami Hiroshi | Subtil Fabien | Bonekamp Susanne | Uchida Kazutaka | Yuan Guangxiong | Gory Benjamin | Smith Wade | Ortega-Gutierrez Santiago | Blackburn Spiros | Sheth Sunil A | Marnat Gaultier | Liu Liping | Shirakawa Manabu | Fiehler Jens | Jensen Märit | Shindo Seigo | Nogueira Raul G | Grandhi Ramesh | Jabbour Pascal | Hussain Muhammad Shazam | Dippel Diederik | Wang Yilong | Yazawa Yukako | Simonsen Claus Z | Wang Yongjun | Chen Michael | Hill Michael D | Grotta James C | Lapergue Bertrand | Jovin Tudor G | Yoo Albert J | Bendszus Martin | Campbell Bruce C V | Morimoto Takeshi | Miao Zhongrong,2026-May,"Lancet (London, England)",Humans | Endovascular Procedures | Ischemic Stroke | Randomized Controlled Trials as Topic | Thrombectomy | Time Factors | Treatment Outcome | Follow-Up Studies | Intracranial Hemorrhages | neurological diseases | PubMed,neurological diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42107392/,epidemiology,2026-06-01 19:15:07.708
